"DAT_EMISSAO","TipoVeiculo","QTD_CHASSI","VALOR_TOTAL_NF"
"2021-03-18","Outros",3,1795350
"2021-03-18","Outros",28,3543731.2399999998
"2021-03-18","Outros",18,3106346.1499999994
"2021-03-19","Motocicleta",7,90259
"2021-03-19","Motocicleta",21,287642.7199999999
"2021-03-19","Outros",1,11689
"2021-03-19","Automóvel",18,1187888.0599999998
"2021-03-19","Caminhonete",3,259103.19
"2021-03-19","Outros",14,1506418.1600000001
"2021-03-19","Outros",7,1242163.17
"2021-03-20","Motocicleta",7,94350.82
"2021-03-20","Motocicleta",52,751645.25
"2021-03-20","Outros",5,58445
"2021-03-20","Automóvel",1,85704
"2021-03-20","Caminhão",2,77000
"2021-03-20","Outros",5,827357.2000000001
"2021-03-20","Outros",1,335890
"2021-03-22","Motocicleta",20,287688.14
"2021-03-22","Motocicleta",192,2750788.169999999
"2021-03-22","Outros",1,15500
"2021-03-22","Automóvel",86,6098088.550000001
"2021-03-22","Ônibus e Microonibus",2,495900
"2021-03-22","Caminhonete",7,815309.7000000001
"2021-03-22","Caminhão",16,1521100
"2021-03-22","Outros",5,1881750
"2021-03-22","Outros",29,3228375.3800000004
"2021-03-22","Outros",17,2706311.32
"2021-03-23","Motocicleta",30,372604.72000000003
"2021-03-23","Motocicleta",193,2682523.320000001
"2021-03-23","Automóvel",93,7140924.64
"2021-03-23","Ônibus e Microonibus",16,3439670
"2021-03-23","Caminhonete",4,385785.64
"2021-03-23","Caminhão",9,2009500
"2021-03-23","Outros",6,3346620
"2021-03-23","Outros",23,2176491.24
"2021-03-23","Outros",20,4003272.62
"2021-03-24","Motocicleta",52,672260.9900000001
"2021-03-24","Motocicleta",255,3880475.31
"2021-03-24","Automóvel",69,5356902.699999999
"2021-03-24","Caminhonete",2,196749.99
"2021-03-24","Caminhão",15,2944400
"2021-03-24","Outros",3,1613000
"2021-03-24","Outros",23,2582489.8600000003
"2021-03-24","Outros",6,1546352
"2021-03-25","Motocicleta",1,15426
"2021-03-25","Motocicleta",10,137090.44
"2021-03-25","Automóvel",22,1574437.8199999998
"2021-03-25","Ônibus e Microonibus",7,1710600
"2021-03-25","Caminhonete",2,237189.73
"2021-03-25","Caminhão",4,1190684
"2021-03-25","Outros",4,1740000
"2021-03-25","Outros",31,2652550.72
"2021-03-25","Outros",7,1142724.73
"2021-03-26","Motocicleta",24,334661.19999999995
"2021-03-26","Motocicleta",163,2548898.41
"2021-03-26","Automóvel",95,7492463.790000003
"2021-03-26","Ônibus e Microonibus",6,1222950
"2021-03-26","Caminhonete",3,307180
"2021-03-26","Caminhão",14,3093503.46
"2021-03-26","Outros",9,3748590
"2021-03-26","Outros",44,7130706.930000001
"2021-03-26","Outros",22,5516689.43
"2021-03-27","Motocicleta",17,191730.91
"2021-03-27","Motocicleta",62,911064.7200000001
"2021-03-27","Automóvel",6,652959.96
"2021-03-27","Caminhonete",1,91990
"2021-03-27","Outros",39,4551825.989999999
"2021-03-27","Outros",9,2151880.72
"2021-03-29","Motocicleta",45,567751.98
"2021-03-29","Motocicleta",230,3472752.4799999995
"2021-03-29","Automóvel",113,8822981.259999998
"2021-03-29","Caminhonete",10,1210880.0899999999
"2021-03-29","Caminhão",4,703100
"2021-03-29","Outros",3,1741145
"2021-03-29","Outros",76,7401725.009999998
"2021-03-29","Outros",20,3778302.0500000007
"2021-03-30","Motocicleta",46,598551.81
"2021-03-30","Motocicleta",270,3940284.0699999984
"2021-03-30","Automóvel",114,8946966.43
"2021-03-30","Ônibus e Microonibus",2,378000
"2021-03-30","Caminhonete",5,450426.97000000003
"2021-03-30","Caminhão",14,3254035.42
"2021-03-30","Outros",4,2425000
"2021-03-30","Outros",60,6238544.539999998
"2021-03-30","Outros",24,4825874.14
"2021-03-31","Motocicleta",48,605053.47
"2021-03-31","Motocicleta",369,5802580.310000001
"2021-03-31","Automóvel",209,18025404.980000004
"2021-03-31","Caminhonete",38,3063673.9699999993
"2021-03-31","Caminhão",23,6046972.4
"2021-03-31","Outros",7,4221700
"2021-03-31","Outros",82,9464001.22
"2021-03-31","Outros",45,10135714.729999999
"2021-03-31","Outros",1,329880
"2021-04-01","Motocicleta",10,114046.64000000001
"2021-04-01","Motocicleta",84,1215540.25
"2021-04-01","Automóvel",31,2520068.65
"2021-04-01","Caminhonete",1,85000
"2021-04-01","Caminhão",9,301500
"2021-04-01","Outros",1,260000
"2021-04-01","Outros",1,199900
"2021-04-03","Motocicleta",6,73839.1
"2021-04-03","Motocicleta",19,276859.11
"2021-04-03","Caminhão",1,170000
"2021-04-03","Outros",1,262490
"2021-04-03","Outros",1,182240
"2021-04-04","Caminhão",1,125.15
"2021-04-05","Motocicleta",15,187607.38999999998
"2021-04-05","Motocicleta",72,1122478.0299999996
"2021-04-05","Automóvel",26,2277550
"2021-04-05","Ônibus e Microonibus",1,225000
"2021-04-05","Caminhão",5,623722.46
"2021-04-05","Outros",6,1093180
"2021-04-05","Outros",23,3626598.93
"2021-04-06","Motocicleta",34,418419.98999999993
"2021-04-06","Motocicleta",118,1746685.2899999998
"2021-04-06","Automóvel",49,3668059.18
"2021-04-06","Caminhonete",2,171980
"2021-04-06","Caminhão",3,603000
"2021-04-06","Outros",4,2018100
"2021-04-06","Outros",24,2613317.62
"2021-04-06","Outros",11,2299518.89
"2021-04-07","Motocicleta",26,331101.48
"2021-04-07","Motocicleta",158,2282508.34
"2021-04-07","Automóvel",42,3086374.1700000004
"2021-04-07","Caminhonete",3,252590
"2021-04-07","Caminhão",8,766300
"2021-04-07","Outros",2,338774.43
"2021-04-07","Outros",43,4235244.5200000005
"2021-04-07","Outros",18,3387717.7699999996
"2021-04-08","Motocicleta",16,204592.66999999998
"2021-04-08","Motocicleta",170,2461169.57
"2021-04-08","Automóvel",74,5580703.290000001
"2021-04-08","Caminhonete",4,597495.6499999999
"2021-04-08","Caminhão",13,1121300
"2021-04-08","Outros",2,992000
"2021-04-08","Outros",20,1984608.06
"2021-04-08","Outros",8,1126832.41
"2021-04-09","Motocicleta",27,332771.67000000004
"2021-04-09","Motocicleta",152,2398661.5
"2021-04-09","Automóvel",47,3980715.58
"2021-04-09","Ônibus e Microonibus",1,260000
"2021-04-09","Caminhonete",3,562791.3
"2021-04-09","Caminhão",8,480000
"2021-04-09","Outros",19,1970574.69
"2021-04-09","Outros",10,2078229.33
"2021-04-10","Motocicleta",19,245750.52
"2021-04-10","Motocicleta",62,897525.8999999999
"2021-04-10","Automóvel",8,702524.8
"2021-04-10","Caminhonete",1,99990
"2021-04-10","Outros",4,512670
"2021-04-12","Motocicleta",27,349031.31000000006
"2021-04-12","Motocicleta",190,2930044.1700000004
"2021-04-12","Automóvel",77,5655809.76
"2021-04-12","Caminhonete",8,594334.15
"2021-04-12","Caminhão",1,350000
"2021-04-12","Outros",2,1170000
"2021-04-12","Outros",21,2608388.5900000003
"2021-04-12","Outros",14,2316732.17
"2021-04-13","Motocicleta",40,480280.49999999994
"2021-04-13","Motocicleta",240,3455321.5700000008
"2021-04-13","Automóvel",94,6592220.970000001
"2021-04-13","Caminhonete",11,1025099.75
"2021-04-13","Caminhão",4,947000
"2021-04-13","Outros",4,2388000
"2021-04-13","Outros",36,3641826.080000001
"2021-04-13","Outros",14,2379695.17
"2021-04-14","Motocicleta",39,517285.27
"2021-04-14","Motocicleta",211,3174443.52
"2021-04-14","Automóvel",76,5694761.45
"2021-04-14","Ônibus e Microonibus",1,258000
"2021-04-14","Caminhonete",7,860975.89
"2021-04-14","Caminhão",12,1640000
"2021-04-14","Outros",4,2151900
"2021-04-14","Outros",22,2750409.2000000007
"2021-04-14","Outros",15,2546776.62
"2021-04-15","Motocicleta",34,432671.5
"2021-04-15","Motocicleta",162,2377257.5399999996
"2021-04-15","Automóvel",129,9359155.99
"2021-04-15","Ônibus e Microonibus",1,183000
"2021-04-15","Caminhonete",5,391472.3
"2021-04-15","Caminhão",8,875050
"2021-04-15","Outros",3,1535000
"2021-04-15","Outros",26,3119425.4700000007
"2021-04-15","Outros",5,759413.29
"2021-04-16","Motocicleta",49,598825.03
"2021-04-16","Motocicleta",159,2457514.91
"2021-04-16","Automóvel",74,5590090.760000003
"2021-04-16","Ônibus e Microonibus",1,233000
"2021-04-16","Caminhonete",4,386127.08999999997
"2021-04-16","Caminhão",8,1325400
"2021-04-16","Outros",6,2700000
"2021-04-16","Outros",32,2973240.45
"2021-04-16","Outros",14,3323958.18
"2021-04-17","Motocicleta",23,291018.17000000004
"2021-04-17","Motocicleta",53,877465.7200000001
"2021-04-17","Automóvel",1,81975
"2021-04-17","Caminhonete",1,109000
"2021-04-17","Outros",1,216000
"2021-04-17","Outros",1,152000
"2021-04-19","Motocicleta",39,523933.49999999994
"2021-04-19","Motocicleta",180,2698691.4800000004
"2021-04-19","Automóvel",93,7358924.779999998
"2021-04-19","Caminhonete",13,1079313.83
"2021-04-19","Caminhão",13,2709025
"2021-04-19","Outros",27,3254966.72
"2021-04-19","Outros",15,2929493.2299999995
"2021-04-20","Motocicleta",37,492462.0399999999
"2021-04-20","Motocicleta",172,2576690.9200000004
"2021-04-20","Automóvel",107,8268892.16
"2021-04-20","Caminhonete",5,507459.25
"2021-04-20","Caminhão",17,2696510
"2021-04-20","Outros",5,2703250
"2021-04-20","Outros",30,3309589.14
"2021-04-20","Outros",25,4401459.220000001
"2021-04-21","Motocicleta",3,45700
"2021-04-21","Motocicleta",65,1065982.76
"2021-04-21","Automóvel",32,2701567.2399999998
"2021-04-21","Ônibus e Microonibus",1,180000
"2021-04-21","Caminhão",2,80000
"2021-04-21","Outros",19,10830000
"2021-04-21","Outros",14,1929660.3
"2021-04-21","Outros",10,1601862.34
"2021-04-22","Motocicleta",55,727904.08
"2021-04-22","Motocicleta",190,2841926.9699999997
"2021-04-22","Automóvel",105,8474391.090000002
"2021-04-22","Ônibus e Microonibus",1,279000
"2021-04-22","Caminhonete",5,787776.4500000001
"2021-04-22","Caminhão",12,2210715
"2021-04-22","Outros",3,1535300
"2021-04-22","Outros",24,3779050.7300000004
"2021-04-22","Outros",17,2780938.77
"2021-04-23","Motocicleta",46,582485.81
"2021-04-23","Motocicleta",252,3709798.69
"2021-04-23","Automóvel",127,9573638.37
"2021-04-23","Caminhonete",9,961956.41
"2021-04-23","Caminhão",5,1426715
"2021-04-23","Outros",3,1740000
"2021-04-23","Outros",31,3691098.93
"2021-04-23","Outros",26,5588941.589999999
"2021-04-24","Motocicleta",17,206901.58
"2021-04-24","Motocicleta",40,551713.72
"2021-04-24","Automóvel",7,704787.88
"2021-04-24","Caminhonete",1,144798.78
"2021-04-24","Outros",5,873617.78
"2021-04-24","Outros",6,986705.52
"2021-04-26","Motocicleta",34,446731.85
"2021-04-26","Motocicleta",179,2706721.98
"2021-04-26","Automóvel",112,9923725.58
"2021-04-26","Caminhonete",14,1757340.82
"2021-04-26","Caminhão",8,881550
"2021-04-26","Outros",1,620000
"2021-04-26","Outros",27,3951533.69
"2021-04-26","Outros",17,3325755.85
"2021-04-27","Motocicleta",33,422660.75000000006
"2021-04-27","Motocicleta",268,4004286.5199999986
"2021-04-27","Automóvel",100,7248698.539999999
"2021-04-27","Ônibus e Microonibus",1,194218.8
"2021-04-27","Caminhonete",11,1213436.58
"2021-04-27","Caminhão",9,977355
"2021-04-27","Outros",2,877000
"2021-04-27","Outros",39,6289324.38
"2021-04-27","Outros",32,6243937.25
"2021-04-28","Motocicleta",29,371314.69999999995
"2021-04-28","Motocicleta",246,3691835.3300000015
"2021-04-28","Automóvel",135,11515386.739999998
"2021-04-28","Caminhonete",7,903877.1599999999
"2021-04-28","Caminhão",14,3440000
"2021-04-28","Outros",2,1096000
"2021-04-28","Outros",27,3885770.3
"2021-04-28","Outros",29,6826372.710000001
"2021-04-29","Motocicleta",36,483118.22000000003
"2021-04-29","Motocicleta",229,3539327.3199999994
"2021-04-29","Outros",1,145000
"2021-04-29","Automóvel",162,12376545.879999999
"2021-04-29","Caminhonete",3,319827.46
"2021-04-29","Caminhão",10,2791880.9299999997
"2021-04-29","Outros",7,4115300
"2021-04-29","Outros",36,6686688.779999999
"2021-04-29","Outros",29,6866811.680000001
"2021-04-30","Motocicleta",46,598430.28
"2021-04-30","Motocicleta",344,5397163.68
"2021-04-30","Automóvel",254,19938292.180000007
"2021-04-30","Ônibus e Microonibus",2,396520.01
"2021-04-30","Ônibus e Microonibus",5,1025000
"2021-04-30","Caminhonete",20,2193359.61
"2021-04-30","Caminhão",38,9794218.000000002
"2021-04-30","Outros",12,7022000
"2021-04-30","Outros",81,12148225.890000004
"2021-04-30","Outros",61,12024349.99
"2021-05-01","Motocicleta",1,43990
"2021-05-03","Motocicleta",28,345704.63
"2021-05-03","Motocicleta",123,1862790.06
"2021-05-03","Automóvel",44,3542743.32
"2021-05-03","Caminhão",4,99000
"2021-05-03","Outros",2,1090000
"2021-05-03","Outros",14,2115490.87
"2021-05-03","Outros",6,903722.76
"2021-05-04","Motocicleta",32,389063.6
"2021-05-04","Motocicleta",141,2033998.7399999998
"2021-05-04","Automóvel",56,4525206
"2021-05-04","Ônibus e Microonibus",1,260000
"2021-05-04","Caminhonete",1,144338.76
"2021-05-04","Caminhão",2,615790.4
"2021-05-04","Outros",17,2522951.2600000002
"2021-05-04","Outros",11,2056692.7399999998
"2021-05-05","Motocicleta",55,721499.3500000001
"2021-05-05","Motocicleta",204,3055955.4500000007
"2021-05-05","Automóvel",69,5447500.01
"2021-05-05","Caminhonete",2,199790
"2021-05-05","Caminhão",10,109670.02
"2021-05-05","Outros",1,340000
"2021-05-05","Outros",12,1464781.01
"2021-05-05","Outros",11,1750055.56
"2021-05-06","Motocicleta",54,684676.7500000001
"2021-05-06","Motocicleta",170,2638585.52
"2021-05-06","Automóvel",70,5444012.01
"2021-05-06","Caminhonete",5,479588.11
"2021-05-06","Caminhão",13,2027268
"2021-05-06","Outros",49,4726133.05
"2021-05-06","Outros",14,2438997.7399999993
"2021-05-07","Motocicleta",25,323586.55
"2021-05-07","Motocicleta",194,2932452.1100000003
"2021-05-07","Automóvel",79,5817120.93
"2021-05-07","Caminhonete",9,1043036.4800000001
"2021-05-07","Caminhão",7,1192370
"2021-05-07","Outros",57,5093439.100000001
"2021-05-07","Outros",12,2176930.24
"2021-05-08","Motocicleta",10,143815.33
"2021-05-08","Motocicleta",49,677297.27
"2021-05-08","Automóvel",14,1227391
"2021-05-08","Caminhonete",2,257158.78
"2021-05-08","Outros",2,472000
"2021-05-08","Outros",3,451840
"2021-05-10","Motocicleta",24,312419.25
"2021-05-10","Motocicleta",190,2956744.3000000003
"2021-05-10","Automóvel",85,6568924.579999999
"2021-05-10","Caminhonete",12,1228746.63
"2021-05-10","Caminhão",8,941750
"2021-05-10","Outros",27,3061445.5899999994
"2021-05-10","Outros",11,1617979.99
"2021-05-11","Motocicleta",24,314918.99
"2021-05-11","Motocicleta",253,3675761.4700000007
"2021-05-11","Outros",1,13900
"2021-05-11","Automóvel",97,7805550.680000001
"2021-05-11","Caminhonete",28,2503402.8799999985
"2021-05-11","Caminhão",14,1926489
"2021-05-11","Outros",3,1595000
"2021-05-11","Outros",19,2535094.02
"2021-05-11","Outros",13,2942795.27
"2021-05-12","Motocicleta",29,358452.68
"2021-05-12","Motocicleta",190,3005185.5099999993
"2021-05-12","Automóvel",100,7931034.140000001
"2021-05-12","Ônibus e Microonibus",1,175000
"2021-05-12","Caminhonete",12,1298948.6700000002
"2021-05-12","Caminhão",7,137000
"2021-05-12","Outros",40,4239129.92
"2021-05-12","Outros",16,3213386.74
"2021-05-13","Motocicleta",38,493940.2
"2021-05-13","Motocicleta",182,2767753.53
"2021-05-13","Automóvel",121,8881734.909999998
"2021-05-13","Caminhonete",6,855989.6199999999
"2021-05-13","Caminhão",9,1807300
"2021-05-13","Outros",3,1820000
"2021-05-13","Outros",46,5368740.15
"2021-05-13","Outros",16,2536690.1999999997
"2021-05-14","Motocicleta",61,769088.5
"2021-05-14","Motocicleta",229,3615101.2999999993
"2021-05-14","Automóvel",137,11268074.739999998
"2021-05-14","Caminhonete",11,1051649.07
"2021-05-14","Caminhão",11,1421095
"2021-05-14","Outros",2,1000000
"2021-05-14","Outros",43,5926931.620000001
"2021-05-14","Outros",21,4560435.01
"2021-05-15","Motocicleta",13,160732.28
"2021-05-15","Motocicleta",52,774688.2400000001
"2021-05-15","Automóvel",13,933980
"2021-05-15","Outros",5,849211.79
"2021-05-15","Outros",5,755840.6399999999
"2021-05-17","Motocicleta",33,416499.52
"2021-05-17","Motocicleta",179,2752029.6300000004
"2021-05-17","Automóvel",140,11068091.709999999
"2021-05-17","Ônibus e Microonibus",5,1011941
"2021-05-17","Caminhonete",15,1640486.65
"2021-05-17","Caminhão",20,4378124
"2021-05-17","Outros",2,1118617.8
"2021-05-17","Outros",61,7413934.360000002
"2021-05-17","Outros",18,2628971.44
"2021-05-18","Motocicleta",26,341911.07
"2021-05-18","Motocicleta",196,2921449.0900000003
"2021-05-18","Automóvel",69,5452491.169999999
"2021-05-18","Caminhonete",12,1193340.6099999999
"2021-05-18","Caminhão",16,2266702.6999999997
"2021-05-18","Outros",3,1683000
"2021-05-18","Outros",40,5912662.22
"2021-05-18","Outros",12,2550881.6799999997
"2021-05-19","Motocicleta",27,348086.8
"2021-05-19","Motocicleta",183,2881773.93
"2021-05-19","Automóvel",113,8585522.14
"2021-05-19","Caminhonete",15,1865232.48
"2021-05-19","Caminhão",13,2878014.98
"2021-05-19","Outros",3,1880000
"2021-05-19","Outros",39,5146388.209999999
"2021-05-19","Outros",14,3668598.3099999996
"2021-05-20","Motocicleta",40,529355.72
"2021-05-20","Motocicleta",188,2837978.3600000003
"2021-05-20","Automóvel",100,7499254.69
"2021-05-20","Caminhonete",16,2159452.0700000003
"2021-05-20","Caminhão",6,549560
"2021-05-20","Outros",2,1125000
"2021-05-20","Outros",27,4094004.75
"2021-05-20","Outros",11,3287919.1300000004
"2021-05-21","Motocicleta",44,550304.81
"2021-05-21","Motocicleta",192,2954536.2200000007
"2021-05-21","Automóvel",103,7513624.730000001
"2021-05-21","Ônibus e Microonibus",1,185000
"2021-05-21","Ônibus e Microonibus",1,195000
"2021-05-21","Caminhonete",13,1720230.15
"2021-05-21","Caminhão",17,3879694.08
"2021-05-21","Outros",1,438800
"2021-05-21","Outros",51,6097960.540000001
"2021-05-21","Outros",15,3447567.36
"2021-05-22","Motocicleta",11,131016.66
"2021-05-22","Motocicleta",71,1083668.4300000002
"2021-05-22","Automóvel",16,1123891.48
"2021-05-22","Caminhonete",1,147990
"2021-05-22","Outros",2,242791.98
"2021-05-22","Outros",2,425952
"2021-05-24","Motocicleta",44,560526.43
"2021-05-24","Motocicleta",188,2897610.5100000007
"2021-05-24","Automóvel",156,12326704.55
"2021-05-24","Caminhonete",10,1121845.12
"2021-05-24","Caminhão",5,850618.28
"2021-05-24","Outros",44,6070880.0200000005
"2021-05-24","Outros",17,3532103.7800000003
"2021-05-25","Motocicleta",44,549142.76
"2021-05-25","Motocicleta",153,2328713.1099999994
"2021-05-25","Automóvel",103,9591865.12
"2021-05-25","Caminhonete",10,1454288.48
"2021-05-25","Caminhão",3,933265.59
"2021-05-25","Outros",3,1407500
"2021-05-25","Outros",29,3953316.68
"2021-05-25","Outros",18,4885620.16
"2021-05-26","Motocicleta",39,485723.87
"2021-05-26","Motocicleta",202,3046510.7700000014
"2021-05-26","Automóvel",95,7778004.98
"2021-05-26","Ônibus e Microonibus",1,260000
"2021-05-26","Caminhonete",15,1861841.4500000002
"2021-05-26","Caminhão",7,733000
"2021-05-26","Outros",2,1110617.8
"2021-05-26","Outros",24,3696911.8000000007
"2021-05-26","Outros",26,5701785.500000001
"2021-05-27","Motocicleta",54,647334.22
"2021-05-27","Motocicleta",219,3525179.4500000007
"2021-05-27","Automóvel",156,11624081.429999998
"2021-05-27","Ônibus e Microonibus",2,670000
"2021-05-27","Caminhonete",9,1194876.49
"2021-05-27","Caminhão",8,1611502
"2021-05-27","Outros",7,3460000
"2021-05-27","Outros",31,5593629.409999999
"2021-05-27","Outros",18,3777698.17
"2021-05-28","Motocicleta",47,574471.7
"2021-05-28","Motocicleta",176,2866798.739999999
"2021-05-28","Automóvel",122,9436473.570000002
"2021-05-28","Caminhonete",14,1723362.32
"2021-05-28","Caminhão",15,2149272.08
"2021-05-28","Outros",12,5683580
"2021-05-28","Outros",35,5969851.92
"2021-05-28","Outros",25,5278484.04
"2021-05-29","Motocicleta",20,242404.06
"2021-05-29","Motocicleta",122,1937114.8
"2021-05-29","Automóvel",25,2055295
"2021-05-29","Caminhonete",4,687369.23
"2021-05-29","Caminhão",1,210000
"2021-05-29","Outros",2,1038000
"2021-05-29","Outros",15,1760046.54
"2021-05-29","Outros",10,2503018.4799999995
"2021-05-31","Motocicleta",43,552727.6599999999
"2021-05-31","Motocicleta",357,5888716.079999999
"2021-05-31","Automóvel",266,21855401.84
"2021-05-31","Ônibus e Microonibus",2,455000
"2021-05-31","Caminhonete",29,3926564.7399999998
"2021-05-31","Caminhão",25,5648486.39
"2021-05-31","Outros",20,10308958
"2021-05-31","Outros",71,10137250.200000001
"2021-05-31","Outros",38,7520474.1
"2021-06-01","Motocicleta",19,217757.84999999998
"2021-06-01","Motocicleta",136,2137382.5599999996
"2021-06-01","Automóvel",49,4028149.32
"2021-06-01","Caminhão",9,1497000
"2021-06-01","Outros",3,1473400
"2021-06-01","Outros",12,1726638.34
"2021-06-01","Outros",2,381000
"2021-06-02","Motocicleta",22,267410.22
"2021-06-02","Motocicleta",140,2249296.31
"2021-06-02","Automóvel",39,3046183.1700000004
"2021-06-02","Ônibus e Microonibus",1,542000
"2021-06-02","Caminhonete",7,656110.28
"2021-06-02","Caminhão",7,1330000
"2021-06-02","Outros",12,1990424.18
"2021-06-02","Outros",4,877516.88
"2021-06-03","Motocicleta",5,63552.1
"2021-06-03","Motocicleta",35,547910.03
"2021-06-03","Automóvel",34,2787424.5100000002
"2021-06-03","Caminhonete",8,1180845.82
"2021-06-03","Caminhão",10,2965072.5399999996
"2021-06-03","Outros",15,2232483.0700000003
"2021-06-03","Outros",1,942000
"2021-06-04","Motocicleta",45,582966.77
"2021-06-04","Motocicleta",168,2484585.45
"2021-06-04","Automóvel",49,3356422.54
"2021-06-04","Caminhonete",5,663328.61
"2021-06-04","Caminhão",8,2150895.2
"2021-06-04","Outros",15,2147095.16
"2021-06-04","Outros",2,305000
"2021-06-05","Motocicleta",18,219091.37
"2021-06-05","Motocicleta",66,1027438.22
"2021-06-05","Automóvel",6,466430
"2021-06-05","Caminhonete",1,93440
"2021-06-05","Outros",2,232930.97
"2021-06-05","Outros",2,313940
"2021-06-07","Motocicleta",30,379720.0299999999
"2021-06-07","Motocicleta",143,2143558.5100000007
"2021-06-07","Automóvel",97,7352712.490000001
"2021-06-07","Caminhonete",15,2206021.4699999997
"2021-06-07","Caminhão",20,3169400
"2021-06-07","Outros",1,510000
"2021-06-07","Outros",29,3791058.38
"2021-06-07","Outros",5,1173380
"2021-06-08","Motocicleta",36,486025.27999999997
"2021-06-08","Motocicleta",167,2759776.76
"2021-06-08","Automóvel",94,7825175.100000001
"2021-06-08","Caminhonete",13,1623134.1
"2021-06-08","Caminhão",15,3090500
"2021-06-08","Outros",1,497000
"2021-06-08","Outros",35,5672899.640000001
"2021-06-08","Outros",12,2521305.7
"2021-06-09","Motocicleta",29,370079.96
"2021-06-09","Motocicleta",143,2249801.460000001
"2021-06-09","Automóvel",76,5737804.62
"2021-06-09","Ônibus e Microonibus",6,2399130
"2021-06-09","Caminhonete",9,1305748.04
"2021-06-09","Caminhão",11,1780198.53
"2021-06-09","Outros",1,690000
"2021-06-09","Outros",21,3349421.21
"2021-06-09","Outros",13,3551283.5
"2021-06-10","Motocicleta",34,452153.5999999999
"2021-06-10","Motocicleta",210,3448623.71
"2021-06-10","Automóvel",68,5132866.32
"2021-06-10","Caminhonete",16,2006109.66
"2021-06-10","Caminhão",6,546653.56
"2021-06-10","Outros",2,1188000
"2021-06-10","Outros",19,1913052.82
"2021-06-10","Outros",17,3637588.48
"2021-06-11","Motocicleta",29,363849.93
"2021-06-11","Motocicleta",184,3078111.840000001
"2021-06-11","Automóvel",74,6212049.57
"2021-06-11","Caminhonete",13,1634642.17
"2021-06-11","Caminhão",17,3745985.75
"2021-06-11","Outros",4,2333300
"2021-06-11","Outros",37,6179766.44
"2021-06-11","Outros",10,2390440
"2021-06-12","Motocicleta",12,165101
"2021-06-12","Motocicleta",81,1265281.2599999998
"2021-06-12","Automóvel",5,416491.27
"2021-06-12","Caminhonete",3,402878.31
"2021-06-12","Outros",12,1753738.8399999999
"2021-06-14","Motocicleta",29,381369.16
"2021-06-14","Motocicleta",189,2983821.3499999996
"2021-06-14","Automóvel",113,8964922.320000002
"2021-06-14","Caminhonete",8,1092581.05
"2021-06-14","Caminhão",19,4329505.1899999995
"2021-06-14","Outros",4,2043700
"2021-06-14","Outros",39,5846365.47
"2021-06-14","Outros",16,3393567.6
"2021-06-15","Motocicleta",53,645881.25
"2021-06-15","Motocicleta",202,3103626.0600000005
"2021-06-15","Automóvel",164,13063886.790000001
"2021-06-15","Ônibus e Microonibus",1,140000
"2021-06-15","Ônibus e Microonibus",25,5974500
"2021-06-15","Caminhonete",10,1449072.94
"2021-06-15","Caminhão",14,3810533
"2021-06-15","Outros",13,7087400
"2021-06-15","Outros",62,6652297.880000002
"2021-06-15","Outros",16,3363071.19
"2021-06-16","Motocicleta",55,708142.9900000001
"2021-06-16","Motocicleta",182,2780981
"2021-06-16","Automóvel",53,3948591.88
"2021-06-16","Caminhonete",5,645533.44
"2021-06-16","Caminhão",22,3598074.52
"2021-06-16","Outros",1,560000
"2021-06-16","Outros",49,5768891.359999999
"2021-06-16","Outros",10,2048664.2600000002
"2021-06-17","Motocicleta",35,430532.87
"2021-06-17","Motocicleta",158,2498413.04
"2021-06-17","Automóvel",72,5285699.82
"2021-06-17","Caminhonete",8,1020860.15
"2021-06-17","Caminhão",10,2775210.5999999996
"2021-06-17","Outros",1,535000
"2021-06-17","Outros",26,3827383.59
"2021-06-17","Outros",16,2884590.2399999998
"2021-06-17","Outros",1,245000
"2021-06-18","Motocicleta",37,484435.38999999996
"2021-06-18","Motocicleta",178,2844960.9000000004
"2021-06-18","Automóvel",87,6617068.580000001
"2021-06-18","Ônibus e Microonibus",1,262500
"2021-06-18","Caminhonete",11,1445681.63
"2021-06-18","Caminhão",14,2799400
"2021-06-18","Outros",38,4411359.680000001
"2021-06-18","Outros",13,2435946.83
"2021-06-19","Motocicleta",22,280163.37
"2021-06-19","Motocicleta",47,816485.02
"2021-06-19","Automóvel",11,898080
"2021-06-19","Outros",5,481175.39
"2021-06-19","Outros",1,203835.89
"2021-06-20","Automóvel",1,56254.86
"2021-06-20","Caminhão",1,412790.4
"2021-06-21","Motocicleta",41,505850.17
"2021-06-21","Motocicleta",184,3042322.19
"2021-06-21","Automóvel",86,7350185.71
"2021-06-21","Ônibus e Microonibus",2,370000
"2021-06-21","Caminhonete",13,2048894.56
"2021-06-21","Caminhão",9,1433699.99
"2021-06-21","Outros",3,1521000
"2021-06-21","Outros",28,3691312.5100000002
"2021-06-21","Outros",29,7227254.96
"2021-06-22","Motocicleta",32,422054.75
"2021-06-22","Motocicleta",186,2969629.999999999
"2021-06-22","Automóvel",122,9478642.49
"2021-06-22","Caminhonete",2,230980
"2021-06-22","Caminhão",5,969825.52
"2021-06-22","Outros",1,438800
"2021-06-22","Outros",23,4005928.650000001
"2021-06-22","Outros",13,3216424.88
"2021-06-23","Motocicleta",47,587499.3
"2021-06-23","Motocicleta",233,3724994.3400000003
"2021-06-23","Automóvel",113,8935336.780000001
"2021-06-23","Ônibus e Microonibus",1,185000
"2021-06-23","Caminhonete",10,1664395.25
